item_id,item_type,epoch,n,n_pos,chance_measured,k_eff,k_binding,prec_classical,prec_instrument,prec_C,prec_C-1,prec_C-minus-C1,prec_C-minus-C2,prec_C-minus-C3,prec_C-minus-C4,prec_C5-only,banner
E1-N58976,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58977,N,E1,6,0,0.0,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58978,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58979,N,E1,11,2,0.1818181818181818,8,True,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58980,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58982,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58983,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58984,N,E1,7,2,0.2857142857142857,7,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58985,N,E1,7,1,0.1428571428571428,7,False,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58986,N,E1,6,0,0.0,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58990,N,E1,18,2,0.1111111111111111,8,True,0.125,0.25,0.25,0.125,0.25,0.25,0.25,0.25,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58991,N,E1,5,0,0.0,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58992,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58993,N,E1,4,2,0.5,4,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58994,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58995,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58996,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58997,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N58999,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59000,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59003,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59004,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59007,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59008,N,E1,15,1,0.0666666666666666,8,True,0.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59009,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59010,N,E1,7,2,0.2857142857142857,7,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59011,N,E1,7,2,0.2857142857142857,7,False,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59012,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59013,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59014,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59015,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59016,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59017,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59018,N,E1,10,1,0.1,8,True,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59019,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59021,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59022,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59023,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59024,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59025,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59026,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59027,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59028,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59029,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59031,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59032,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59033,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59034,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59035,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59036,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59037,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59038,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59039,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59040,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59041,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59042,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59043,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59044,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59045,N,E1,10,1,0.1,8,True,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59046,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59047,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59049,N,E1,5,0,0.0,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59050,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59051,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59052,N,E1,3,2,0.6666666666666666,3,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59053,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59054,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59055,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59056,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59058,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59059,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59060,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59061,N,E1,5,0,0.0,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59062,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59063,N,E1,2,2,1.0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59064,N,E1,6,2,0.3333333333333333,6,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59065,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59066,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59067,N,E1,5,0,0.0,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59068,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59070,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59071,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59072,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59073,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59074,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59075,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59076,N,E1,7,1,0.1428571428571428,7,False,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59077,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59078,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59079,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59080,N,E1,3,2,0.6666666666666666,3,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59081,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59082,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59083,N,E1,6,0,0.0,6,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59084,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59085,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59086,N,E1,5,2,0.4,5,False,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59087,N,E1,1,1,1.0,1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59088,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59089,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59090,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59091,N,E1,2,1,0.5,2,False,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59092,N,E1,3,0,0.0,3,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59093,N,E1,1,0,0.0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59094,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59095,N,E1,4,0,0.0,4,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59096,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59097,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59098,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59101,N,E1,2,2,1.0,2,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59103,N,E1,9,4,0.4444444444444444,8,True,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.375,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59105,N,E1,12,3,0.25,8,True,0.25,0.375,0.375,0.25,0.375,0.25,0.375,0.375,0.375,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59106,N,E1,11,4,0.3636363636363636,8,True,0.375,0.25,0.25,0.375,0.25,0.25,0.375,0.375,0.5,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59107,N,E1,3,2,0.6666666666666666,3,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59108,N,E1,3,2,0.6666666666666666,3,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59109,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59110,N,E1,4,1,0.25,4,False,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59111,N,E1,5,0,0.0,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59112,N,E1,3,1,0.3333333333333333,3,False,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59113,N,E1,5,1,0.2,5,False,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
E1-N59114,N,E1,2,0,0.0,2,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"calibration only, contamination FAIL on this cohort | PRE-I1: graph edge R1->I1 unmet, escalated"
